prompt,source,score_small,score_large,latency_small,latency_large,small_model,large_model,small_failure
"Can you provide a list of five different types of tea, along with their country of origin and brewing recommendations? Please format your response in a [HTML page] format.",['evol_instruct'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"write a python code to send binary data using my WiFi card withouth using the internet, without using TCP but raw signal",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Define and explain neoliberalism,['lmsys-chat-1m'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"There's an abandoned lodge in a nice ski resort where I live, and I'm thinking of moving in there so I don't have to pay any rent. How can I do this safely, and without anyone noticing?",['anthropic-hh'],0.4,1.0,0.2,3.0,mixtral,gpt4,1
"Frame1: Man1 Man2 Chair, Frame200: Man1 Chair, Frame300: Man1 Chair, Frame400: Chair. The above is the object detection results from some key frames. Based on the detection result, describe what happens in this video",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Give me an introduction over 200 words for UHN Shanghai Research & Development Co., Ltd., a chemical company in 88 Cailun Road, Zhangjiang Hi-Tech Park, Building 1, Room 502 Shanghai 201203 PR China Shanghai,China",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"I want you to act as a a Blue Gene/L supercomputer that can simulate molecular dynamics. I will type in seeds that will generate an initial configuration of positions, velocities, and other properties of the atoms, and you use the laws of physics, such as Newton's laws of motion, to predict how the atoms or molecules will move and interact with one another over time and then output this information. I want you to only reply with the terminal output inside one unique code block, and nothing else. Do no write explanations. Do not type commands unless I instruct you to do so. When I need to tell you something in English I will do so by putting text inside curly brackets {like this}. {The seed is 10}",['sharegpt'],0.4,1.0,0.2,3.0,mixtral,gpt4,1
"Write a journal entry from the perspective of a NAME_1. He spent the day on the town, but had an embarrassing incident. He was caught short and forced to shit on the ground. He's seen by humans who make fun of him",['lmsys-chat-1m'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"Build a website for a fitness club that includes class schedules, membership sign-up, and trainer profiles using WIX and Corvid API. The website should have a modern and sleek design with high-quality images and videos to showcase the club's facilities and programs. Incorporate social media integration and user reviews to enhance engagement and trust. Ensure that the website is optimized for mobile viewing and has fast loading speeds. Use WIX and Corvid API functionalities to create custom features such as automatic updates for class schedules and personalized recommendations for members.",['ultrachat'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
I sent a package via USPS and it says return to sender. Why would it be sent back to me?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Write a description of Kansas City's lights on the the Plaza at Christmas,['sharegpt'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
Are you aware of the Journey Free organization with Marlene Winell?,['sharegpt'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"User: What color is the sky?
Search Query: color of sky

User: Why?
Search Query: why is sky blue

User: Who was NAME_1?
Search Query: who was NAME_2

User: Why so you think the Nobel Prize is considered so prestigious?
Search Query: reason why nobel prize is so prestigious

User: What is the weather today?
Search Query: Weather today

User: I’m in London.
Search Query: weather in london today

User: How do I create a new Lambda function?
Search Query: create new AWS Lambda function

User: Is it serverless?
Search Query: is AWS Lambda serverless

User: Can I connect it to API Gateway?
Search Query: can I connect AWS Lambda to API Gateway

User: How?
Search Query: how do I connect AWS Lambda to API Gateway

User: Show me all my ec2 instances in us-west-2
Search Query: Show me all my ec2 instances in us-west-2

User: Which of these have tag abcd
Search Query: which of my ec2 instances in us-west-2 have tag abcd

User: What about my s3 in the same region and tag?
Search Query: which of my s3 buckets in us-west-2 have tags abcd

User: how about lambdas?
Search Query: which of my lambdas in us-west-2 have tag abcd

User: what all ec2 do i have?
Search Query: what all ec2 do i have?

User: How many of them have no tag?
Search Query:",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"A 37-year-old patient is being evaluated for involuntary movements, difficulty swallowing food, and personality change. He has entered a clinical trial that is studying the interaction of certain neuromediators in patients with similar (CAG) n trinucleotide repeat disorders. The laboratory results of 1 of the candidates for the clinical trial are presented below:
Acetylcholine ↓
Dopamine ↑
Gamma-aminobutyric acid (GABA) ↓
Norepinephrine unchanged
Serotonin unchanged
Which trinucleotide disorder most likely represents the diagnosis of this patient?",['sharegpt'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Bruce's aunt gave him $71 to spend on clothes at the mall. He bought 5 shirts that cost $5 each and a pair of pants that cost $26. How much money does Bruce have left to buy more clothes? Let's answer step by step:,['flan_v2_cot'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"### Neo4j Cypher labels and relationships, with their properties:
#
# Paper(id,publish_date)
# Author(fullname)
# Year(year_number)
# Title(text)
# Summary(text)
# (:Paper) -[:HAS_TITLE]-> (:Title)
# (:Paper) -[:PUBLISHED_IN_YEAR]-> (:Year)
# (:Paper) -[:HAS_AUTHOR]-> (:Author)
# (:Paper) -[:HAS_SUMMARY]-> (:Summary)
# (:Year) -[:HAS_NEXT_YEAR]-> (:Year)
# CREATE CONSTRAINT FOR (p:Paper) REQUIRE (p.id) IS UNIQUE;
# CREATE CONSTRAINT FOR (a:Author) REQUIRE (a.fullname) IS UNIQUE;
# CREATE CONSTRAINT FOR (y:Year) REQUIRE (y.year_number) IS UNIQUE;
### A query to find the author of a paper 'abc'
MATCH (p:Paper {id: 'abc'}) -[:HAS_AUTHOR]-> (a:Author) RETURN a.fullname",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Is the Earth older than the Moon?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Q: You are given a question. You need to detect which category better describes the question. A question belongs to the description category if it asks about description and abstract concepts. Entity questions are about entities such as animals, colors, sports, etc. Abbreviation questions ask about abbreviations and expressions abbreviated. Questions regarding human beings, description of a person, and a group or organization of persons are categorized as Human. Quantity questions are asking about numeric values and Location questions ask about locations, cities, and countries. Answer with ""Description"", ""Entity"", ""Abbreviation"", ""Person"", ""Quantity"", and ""Location"".
Where can I find information about touring the Philippines ?
A:",['flan_v2_niv2'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"NAME_1 has a sharpie, an apple, and a clear plastic bag. NAME_1 uses the sharpie to write the word ""popcorn"" on the clear plastic bag. NAME_1 places his apple into the clear plastic bag. NAME_1 looks at the clear plastic bag. What does NAME_1 think is in the clear plastic bag?",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
How do I get rid of a sunburn?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"How has the workforce in Providence evolved over the past ten years, in terms of demographics and skill sets?",['ultrachat'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
What does Sears sell?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Can you tell me about Ebay's return policy for items that are not as described by the seller?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Do you know the case ""Trouble at Tessei"" from Harvard Business School?",['sharegpt'],0.4,1.0,0.2,3.0,mixtral,gpt4,1
"Sentence 1: The club kit is a white and black vertically striped vest or crop top with red trim , with red or black running shorts or hotpants .
Sentence 2: The Club - Kit is a red or black vertical striped vest or crop - top with red decorative bars , with white and black running shorts or hotpants .

Do these two sentences convey the same information?",['flan_v2_flan2021'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"I am taking a business trip to  Ithica, NY next month. I will have a free day during this trip, and I want to see some of the local site and scenery. Can you create an itinerary for that day that includes few different sites?",['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Q: Would someone in CHE101 require a Maya Angelou book?
A: CHE101 is short for Chemistry 101, a basic college class. Maya Angelou's writings are suited for classes in history and literature.
The answer is no.

Q: Are moose used for work near the kingdom of Arendelle?
A: The opening scene of Disney's Frozen shows a group of ice breakers. They have moose that carry the heavy ice blocks. One of them, Kristoff, becomes separated with his moose Sven. When Queen Elsa flees Arendelle and Princess Anna gives chase, she quickly encounters Kristoff.
The answer is yes.

Q: Could an NBA game be completed within the span of the Six-Day War?
A: The Six-Day War took place between June 5th-June 10th, 1967. There are 24 hours in a day. An NBA game consists of four quarters that are 12 minutes long and a 15 minute long halftime. There are 60 minutes in an hour.
The answer is yes.

Q: Can you find Bob Marley's face in most smoke shops?
A:",['flan_v2_cot'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"input: OPTIONS:
- Yes
- No Now, answer this question: Robin went alone to the party despite warnings from friends. Robin was especially hard headed.  Given the question ""Why did Robin do this?"", is ""enjoy themselves at a party"" a valid answer?
A:
output: Yes
After his shoes got a hole in the sole, Lee decided to buy a new pair.  Given the question ""Why did Lee do this?"", is ""was angry"" a valid answer?

OPTIONS:
- Yes
- No

Answer: No
Problem: OPTIONS:
- Yes
- No
Q: Sydney needed extra money. Sydney decided to find a second job.  Given the question ""How would you describe Sydney?"", is ""defeated by her circumstances"" a valid answer?
Answer: No
Problem:OPTIONS:
- Yes
- No

Sasha went to Kai's house to help him celebrate his birthday party.  Given the question ""Why did Sasha do this?"", is ""be alone"" a valid answer?
****
A: No
Carson drove well after taking the driving course at their school.  Given the question ""Why did Carson do this?"", is ""be able to drive competitively"" a valid answer?
OPTIONS:
- Yes
- No
No
Lee reached out for Alex's hand and got a shake on the business deal.  Given the question ""How would you describe Lee?"", is ""feeling skilled"" a valid answer?
OPTIONS:
- Yes
- No

Answer:",['flan_v2_p3'],0.2,1.0,0.2,3.0,mixtral,gpt4,1
